sku;images;name;categories;originalCategory
SQR-176354;https://www.xyz.co.za/ProdImg/Big_MH keypad 176354.jpg;Manhattan USB Numeric Wired Keypad;Computers Laptops & Electronics > Peripherals > Keyboards > Office Keyboards;Wired Keyboard
SQR-920-013451;https://api.esquire.co.za/Resources/Images/Products/Big_Screenshot-2025-07-25-145815.png;Logitech K250 Bluetooth Graphite Wireless Keyboard;Computers Laptops & Electronics > Peripherals > Keyboards > Office Keyboards;Wireless Keyboard
SQR-920-012304;https://api.esquire.co.za/Resources/Images/Products/Big_920-012304-4.jpg;Logitech Wave Keys Wireless Ergonomic Keyboard;Computers Laptops & Electronics > Peripherals > Keyboards > Office Keyboards;Wireless Keyboard
SQR-920-012538;https://api.uselect.co.za/Resources/Images/Products/Big_g515-keyboard-black-gallery-1-deu-10.jpg;Logitech G G515 TKL LightSpeed Wireless Gaming Keyboard;Computers Laptops & Electronics > Peripherals > Keyboards > Office Keyboards;Wireless Keyboard
SQR-920-007145;https://www.xyz.co.za/ProdImg/Big_wireless-touch-keyboard-k400-plus.png;Logitech K400+ Wireless Touch Keyboard With Multi Touch;Computers Laptops & Electronics > Peripherals > Keyboards > Office Keyboards;Wireless Keyboard 
SQR-K2800;https://www.xyz.co.za/ProdImg/Big_K2800main1.jpg;Rapoo K2800 Wireless Touch Keyboard;Computers Laptops & Electronics > Peripherals > Keyboards > Office Keyboards;Wireless Keyboard 
SQR-920-003989;https://www.xyz.co.za/ProdImg/Big_920-003989-001a.jpg;Logitech MK330 Cordless;Computers Laptops & Electronics > Peripherals > Keyboards > Office Keyboards;Wireless Keyboard 
SQR-NaN;https://www.xyz.co.za/ProdImg/Big_E2710main1.jpg;Rapoo E2710 Wireless Multi-Media Keyboard;Computers Laptops & Electronics > Peripherals > Keyboards > Office Keyboards;Wireless Keyboard 
SQR-BRABM80;https://www.xyz.co.za/ProdImg/Big_BRABM80main1.jpg;Barkan Adjustable Mount for Media Devices;Computers Laptops & Electronics > Peripherals > Monitors > Monitor Accessories;Monitor Brackets
SQR-VK-4024-BK;https://api.esquire.co.za/Resources/Images/Products/Big_picture4-1.jpg;Volkano Steel Series 37 to 86-inch Universal Flat and Curved TV Wall Mount;Computers Laptops & Electronics > Peripherals > Monitors > Monitor Accessories;Monitor Brackets
SQR-DHI-LM25-B211B;https://api.esquire.co.za/Resources/Images/Products/Big_Dahua-DHI-LM25-B211B-24.5-Inch-FHD-Monitor-1.jpg;Dahua 25 Inch 144hz Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD
SQR-DHI-LM27-B221B;https://api.esquire.co.za/Resources/Images/Products/Big_DHI-LM27-B221B-1.png;Dahua 27-inch FHD 144Hz IPS Commercial Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD
SQR-DHI-LM32-A200X;https://api.esquire.co.za/Resources/Images/Products/Big_dahua-lm22-a200x-22-inch-100hz-led-monitor-1500px-v0001-2.jpg;Dahua 32 Inch Full HD Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD
SQR-32GN600-B.AFAQ;https://api.esquire.co.za/Resources/Images/Products/Big_Screenshot-2025-07-28-150704.png;"LG 32"" GAMING ULTRAGEAR 165HZ MONITOR";Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD
SQR-DHI-LM19-L200;https://api.esquire.co.za/Resources/Images/Products/Big_DHI-LM19-L200.jpg;Dahua DHI-LM19-L200 19.5-inch LED Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-20U401A-B.AFB;https://api.esquire.co.za/Resources/Images/Products/Big_20U401A-B_01-1.jpg;LG 19.5-iNCH LED HDMI LED MONITOR;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-DHI-LM22-B200S;https://www.xyz.co.za/ProdImg/Big_LM22-B200S_1_thumb-removebg-preview.png;Dahua 21.45-Inch LM22-B200S Series FHD Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-210-BQZS;https://api.esquire.co.za/Resources/Images/Products/Big_Dell-SE2225HM-9.jpg;Dell 22 Inch 210-BQZS Full HD LED Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-DHI-LM24-A200V;https://www.xyz.co.za/ProdImg/Big_DHI-LM27-A200Vmain1 .jpg;Dahua 23.8 inch LM22-A200V Series FHD Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-210-BQZT;https://api.esquire.co.za/Resources/Images/Products/Big_Dell-SE2425HM-3.jpg;Dell SE2425HM 24 Inch Full HD IPS Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-VX2416;https://www.xyz.co.za/ProdImg/Big_VX2416main1.jpg;Viewsonic VX2416 23.8 inch FHD Gaming FreeSync Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-22MP410-B;https://www.xyz.co.za/ProdImg/Big_22MP410-B - 1.jpg;LG MP410 Series 21.5 inch Wide LED Monitor with HDMI;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-VA24EHF;https://www.xyz.co.za/ProdImg/Big_VA24EHFmain1.jpg;Asus VA24EHF 23.8 inch Full HD Gaming Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-210-BNHJ;https://www.xyz.co.za/ProdImg/Big_210-BNHJmain1.jpg;Dell SE2725H 27 inch FHD LED Backlit Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-DHI-LM27-A200V;https://api.esquire.co.za/Resources/Images/Products/Big_DHI-LM27-A200V-1.JPG;Dahua lm27-a200 Series FHD Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-24MS500-B.AFAQ;https://api.esquire.co.za/Resources/Images/Products/Big_lg-24ms500-b-1_1-6.jpg;LG 24 Inch IPS FHD LED Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-210-BQZW;https://api.esquire.co.za/Resources/Images/Products/Big_Screenshot-2025-04-08-141435.jpg;DELL 27-inch SE2725HM FHD Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-VA27EHF;https://www.xyz.co.za/ProdImg/Big_VA27EHFmain11.JPG;Asus VA27EHF 27 inch Full HD Gaming Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-27MS500-B;https://api.esquire.co.za/Resources/Images/Products/Big_Screenshot-2025-05-30-094829.png;LG 27MS500-B 27 inch IPS FHD Computer Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-VA2708-2K-MHD;https://www.xyz.co.za/ProdImg/Big_VA2708-2K-MHDmain1.jpg;Viewsonic VA2708-2K-MHD 27 inch 2K IP Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-VX2428;https://www.xyz.co.za/ProdImg/Big_VX2428main1.jpg;Viewsonic VX2428 23.8 inch FHD Gaming FreeSync Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-VX2779-HD-PRO;https://www.xyz.co.za/ProdImg/Big_VX2779-HD-PROmain1.jpg;Viewsonic VX2779-HD-PRO 27 inch FHD;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-26WQ500-B.AFBQ;https://www.xyz.co.za/ProdImg/Big_Big_26WQ500-B.AFBQ_1_1.jpg;LG 25.7 inch UltraWide FHD with AMD FreeSync IPS Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-VG1655;https://www.xyz.co.za/ProdImg/Big_VG1655main1.jpg;Viewsonic VG1655 15.6 inch FHD USB Portable Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-32MR50C-B.AFBQ;https://api.esquire.co.za/Resources/Images/Products/Big_Screenshot-2025-05-30-102612.png;LG 32-inch FHD CURVED LED MONITOR;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-VX2728;https://www.xyz.co.za/ProdImg/Big_VX2728-001.jpg;Viewsonic 27 inch VX2728 FHD IPS Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-VX3218-PC-MHD;https://www.xyz.co.za/ProdImg/Big_VX3218-PC-MHDmain2.jpg;Viewsonic 32 inch 180Hz Curved Full HD Gaming FreeSync Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-27US500-W.AFAQ;https://api.esquire.co.za/Resources/Images/Products/Big_27US500-W.AFAQ_-3.jpg;LG 27 Inch UltraFine UHD 4K IPS Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-VA2762-4K;https://www.xyz.co.za/ProdImg/Big_VA2762-4Kmain1.jpg;Viewsonic VA2762-4K 27 inch UHD IPS Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-34WQ650-W;https://www.xyz.co.za/ProdImg/Big_34WQ650-Wmain1.jpg;LG 34WQ650-W Series 34 Inch Ultra Wide LED Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-66F1GAC1SA;https://api.esquire.co.za/Resources/Images/Products/Big_e1be7d8e-57ad-42c8-8971-718f99774096-1-5.jpg;Lenovo G34w-30 34-inch WQHD LED VA Curved Gaming Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-VP2786-4K;https://www.xyz.co.za/ProdImg/Big_VP2786-4K-001A.jpg;Viewsonic  27 inch ColorPro 4K UHD IPS Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor LCD LED
SQR-17BR30T-B.AFB;https://api.esquire.co.za/Resources/Images/Products/Big_17BR30Ta-500x375-2.jpg;LG 17-inch SXGA Touch Monitor;Computers Laptops & Electronics > Peripherals > Monitors > Office Monitors;Monitor Touch Screen
SQR-CPL-MP1320;https://www.xyz.co.za/ProdImg/Big_CPL-MP1320.png;CKP CHILDREN MOUSEPAD;Computers Laptops & Electronics > Peripherals > Mousepads;CKP
SQR-7666234226048;https://api.esquire.co.za/Resources/Images/Products/Big_Screenshot-2025-05-23-114633.jpg;FIFA Africa Animal1 Mouse Pad;Computers Laptops & Electronics > Peripherals > Mousepads;Mouse Pad
SQR-MPD03;https://api.esquire.co.za/Resources/Images/Products/Big_mousepad-roland.jpg;BLUE SPHERE ROUND MOUSE PAD, 18CM;Computers Laptops & Electronics > Peripherals > Mousepads;Mouse Pad
SQR-DSY-MP020;https://www.xyz.co.za/ProdImg/Big_DSY-MP020_.jpg;Disney Cars Mouse Pad , Retail Packaged , ;Computers Laptops & Electronics > Peripherals > Mousepads;Mouse Pad
SQR-EAC-507;https://www.xyz.co.za/ProdImg/Big_EAC-507.jpg;ESQUIRE MOUSE PAD CALCULATOR,5-PORT USB;Computers Laptops & Electronics > Peripherals > Mousepads;Mouse Pad
SQR-GKO-777;https://www.xyz.co.za/ProdImg/Big_GKO-77main4.jpg;Geeko Black Gaming Speed 30cm Mouse Pad;Computers Laptops & Electronics > Peripherals > Mousepads;Mouse Pad
SQR-956-000053;https://www.xyz.co.za/ProdImg/Big_956-000053main1.jpg;Logitech Desk Mat Studio Series Mouse Mat;Computers Laptops & Electronics > Peripherals > Mousepads;Mouse Pad
SQR-421881;https://www.xyz.co.za/ProdImg/Big_421881.jpg;Manhattan Design Laser Mouse Pad;Computers Laptops & Electronics > Peripherals > Mousepads;Mouse Pad
SQR-W5658-T;https://www.xyz.co.za/ProdImg/Big_W5658-T.png;TJ Mouse Pad Multi -Colour,;Computers Laptops & Electronics > Peripherals > Mousepads;Tweety
SQR-W5652-1;https://www.xyz.co.za/ProdImg/Big_W5652-1.jpg;TJ Mouse Pad DARK ORANGE, Retail Box , No warranty;Computers Laptops & Electronics > Peripherals > Mousepads;Tweety
SQR-W5652-2;https://www.xyz.co.za/ProdImg/Big_W5652-2.jpg;TJ Mouse Pad - Colour: LIGHT;Computers Laptops & Electronics > Peripherals > Mousepads;Tweety
SQR-W5652-4;https://www.xyz.co.za/ProdImg/Big_W5652-4.jpg;TJ Mouse Pad -Colour: PURPLE,;Computers Laptops & Electronics > Peripherals > Mousepads;Tweety
SQR-W5652-7;https://www.xyz.co.za/ProdImg/Big_W5652-7.jpg;TJ Mouse Pad-Colour: PINK ,;Computers Laptops & Electronics > Peripherals > Mousepads;Tweety
SQR-W5652-6;https://www.xyz.co.za/ProdImg/Big_W5652-6.jpg;TJ Mouse Pad-Colour: LIGHT PINK,;Computers Laptops & Electronics > Peripherals > Mousepads;Tweety
SQR-W5652-8;https://www.xyz.co.za/ProdImg/Big_W5652-8.png;TJ Mouse Pad-Colour: PINK RAINBOW,;Computers Laptops & Electronics > Peripherals > Mousepads;Tweety
SQR-W5652-5;https://www.xyz.co.za/ProdImg/Big_W5652-5.png;TJ Mouse Pad Colour: Pink with Flowers;Computers Laptops & Electronics > Peripherals > Mousepads;Tweety
SQR-W5655-1C-BLUE;https://www.xyz.co.za/ProdImg/Big_W5655-1C-BLUE.jpg;Tweety Wrist-Rest Mouse Pad Colour:;Computers Laptops & Electronics > Peripherals > Mousepads;Tweety
SQR-910-007459;https://www.xyz.co.za/ProdImg/Big_910-007459Main1.jpg;Logitech M196 Silent Bluetooth Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Bluetooth Mouse
SQR-910-007460;https://api.esquire.co.za/Resources/Images/Products/Big_910-007460-mice-59514781368687-7.jpg;Logitech M196 Universal Ambidextrous Bluetooth IR LED Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Bluetooth Mouse
SQR-910-007119;https://www.xyz.co.za/ProdImg/Big_910-007119main1.jpg;Logitech M240 Silent Bluetooth Ambidextrous Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Bluetooth Mouse
SQR-6SP25AA;https://www.xyz.co.za/ProdImg/Big_6SP25AAMain1.jpg;HP Bluetooth Travel Mouse 6SP25AA;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Bluetooth Mouse
SQR-W5803-1C-TW;https://www.xyz.co.za/ProdImg/Big_W5803-1C-TW.jpg;Tweety Optical USB Mouse Colour: Green;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Tweety
SQR-W5806-1C-TW;https://www.xyz.co.za/ProdImg/Big_W5806-1C-TW.jpg;Tweety Optical USB Mouse Colour: Pink;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Tweety
SQR-W5804-1C-TW;https://www.xyz.co.za/ProdImg/Big_41.jpg;Tweety Optical USB Mouse Colour: Blue;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Tweety
SQR-W5801-1T-T/J;https://www.xyz.co.za/ProdImg/Big_W5801-1T-TJ 001.jpg;TJ Optical USB Mouse Colour: Red;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Tweety
SQR-MO-411;https://www.xyz.co.za/ProdImg/Big_MO-411-01.jpg;Geeko Black;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wired Mini Mouse
SQR-MO-0404;https://www.xyz.co.za/ProdImg/Big_MO-0404-01.jpg;Geeko Black And Silver USB Mini Optical Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wired Mini Mouse
SQR-MU306B;https://www.xyz.co.za/ProdImg/Big_mu306b.jpg;GEEKO USB BLACK 0OPTICAL MOUSE;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wired Mouse
SQR-MO-204;https://www.xyz.co.za/ProdImg/Big_MO-204-01.jpg;Geeko Black;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wired Mouse
SQR-M0-N133BK;https://www.xyz.co.za/ProdImg/Big_mo-n133.jpg;UniQue PS/2 Mouse With Carry Pouch - Black;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wired Mouse
SQR-910-006652;https://www.xyz.co.za/ProdImg/Big_910-006652main.jpg;Logitech M100 Optical USB Mouse with Ambidextrous Design;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wired Mouse
SQR-ZL911-USB;https://www.xyz.co.za/ProdImg/Big_ZL911-USB-01.jpg;UniQue USB Wired Optical Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wired Mouse
SQR-177627;https://www.xyz.co.za/ProdImg/Big_177627.jpg;Manhattan Silhouette Optical Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wired Mouse
SQR-179331;https://www.xyz.co.za/ProdImg/Big_179331-003a.jpg;Manhattan Wired Optical Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wired Mouse
SQR-177658;https://www.xyz.co.za/ProdImg/Big_177658.jpg;Manhattan Silhouette Optical Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wired Mouse
SQR-240J6AA;https://api.esquire.co.za/Resources/Images/Products/Big_240J6AA-2.JPG;HP 150 Wired Mouse Optical Black;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wired Mouse
SQR-177498;https://www.xyz.co.za/ProdImg/Big_177498.jpg;Manhattan USB Photo Frame Optical Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wired Mouse
SQR-4044951029013;https://www.xyz.co.za/ProdImg/Big_Light2_200_02.jpg;Sharkoon 16000 DPI LIGHT Gaming Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wired Mouse
SQR-REF.C9520;https://api.esquire.co.za/Resources/Images/Products/Big_Titanium-Mouse-cover.jpg;Titanium Mouse Cover For Wireless and Wire Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wireless Mouse
SQR-177795;https://www.xyz.co.za/ProdImg/Big_177795.jpg;Manhattan Performance Wireless USB Optical Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wireless Mouse
SQR-910-004424;https://www.xyz.co.za/ProdImg/Big_910-004424-000.jpg;Logitech M171 Cordless Wireless Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wireless Mouse
SQR-910-006867;https://www.xyz.co.za/ProdImg/Big_910-006867main.jpg;Logitech M171 Optical Wireless Office Mouse - Off White;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wireless Mouse
SQR-910-006865;https://api.esquire.co.za/Resources/Images/Products/Big_910-006865-mice-42705814159524-8.jpg;Logitech M171 Wireless Ambidextrous Optical Mouse Rose;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wireless Mouse
SQR-910-002235;https://www.xyz.co.za/ProdImg/Big_910-002235-001.jpg;Logitech M185 Compact Wireless Mouse - Black;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wireless Mouse
SQR-910-004641;https://www.xyz.co.za/ProdImg/Big_910-004641.02.jpg;Logitech M171 Wireless Mouse -;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wireless Mouse
SQR-910-004642;https://www.xyz.co.za/ProdImg/Big_910-004642-000.jpg;Logitech M170 Wireless Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wireless Mouse
SQR-910-006866;https://www.xyz.co.za/ProdImg/Big_910-006866main1.jpg;Logitech M171 Optical Wireless Office Mouse - Blue;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wireless Mouse
SQR-910-007121;https://api.esquire.co.za/Resources/Images/Products/Big_910-007121-mice-43173021909156-2.jpg;Logitech M240 Bluetooth Silent Mouse Rose;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wireless Mouse
SQR-910-007120;https://api.esquire.co.za/Resources/Images/Products/Big_910-007120-mice-43125173977252-1.jpg;Logitech M240 Silent Bluetooth Ambidextrous White Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wireless Mouse
SQR-101C-11X00-800;https://www.xyz.co.za/ProdImg/Big_101C-11X00-800main1.jpg;Rapoo M650 Multi-Mode wireless Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wireless Mouse
SQR-178013;https://www.xyz.co.za/ProdImg/Big_178013.jpg;Manhattan Stealth Touch Wireless Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wireless Mouse
SQR-910-005283;https://www.xyz.co.za/ProdImg/Big_910-005283-02.jpg;Logitech G305 Lightspeed Wireless Gaming Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wireless Mouse
SQR-910-006546;https://api.esquire.co.za/Resources/Images/Products/Big_pop-mouse-gallery-blast-1-1.jpg;Logitech POP Silent Wireless Mouse Yellow;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wireless Mouse
SQR-910-006547;https://api.esquire.co.za/Resources/Images/Products/Big_910-006547-mice-34938779500708-1.jpg;Logitech POP Daydream Mint Wireless Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wireless Mouse
SQR-910-006548;https://api.esquire.co.za/Resources/Images/Products/Big_910-006548_610x_crop_center-2.jpg;Logitech POP Heartbreaker Rose Wireless Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wireless Mouse
SQR-910-006253;https://www.xyz.co.za/ProdImg/Big_910-006253.jpg;Logitech M650 Wireless Mouse;Computers Laptops & Electronics > Peripherals > Mouses > Office Mouses;Wireless Mouse
SQR-SP108U;https://api.esquire.co.za/Resources/Images/Products/Big_SP108U-2.jpg;Unique USB Multimedia Speakers Black & Silver;Computers Laptops & Electronics > Peripherals > Speakers;Multimedia  Speakers
SQR-4780470;https://www.xyz.co.za/ProdImg/Big_4780470.jpg;Hercules i XPS SoundBox Stones version;Computers Laptops & Electronics > Peripherals > Speakers;Multimedia  Speakers
SQR-4780469;https://www.xyz.co.za/ProdImg/Big_4780469.jpg;Hercules i XPS SoundBox Spray Version;Computers Laptops & Electronics > Peripherals > Speakers;Multimedia  Speakers
SQR-IM510ACE;https://www.xyz.co.za/ProdImg/Big_IM510ACE-001.jpg;Altec Lansing InMotion IM510ACE Portable Audio System;Computers Laptops & Electronics > Peripherals > Speakers;Multimedia  Speakers
SQR-960-001230;https://www.xyz.co.za/ProdImg/Big_960-001230.jpg;Logitech VC Rally Speaker;Computers Laptops & Electronics > Peripherals > Speakers;Multimedia  Speakers
SQR-MS108;https://www.xyz.co.za/ProdImg/Big_MS108main1.jpg;Mercusys MS108 8-Port 10/100Mbps Desktop;Computers Laptops & Electronics > Peripherals > Switches;HDMI Hubs and Switches 
SQR-MS105;https://www.xyz.co.za/ProdImg/Big_MS105main1.jpg;Mercusys MS105 5-Port 10/100Mbps Desktop Switch;Computers Laptops & Electronics > Peripherals > Switches;HDMI Hubs and Switches 
SQR-GAPDPH;https://www.xyz.co.za/ProdImg/Big_GAPDPHmain1.jpg;Gizzu 4K DisplayPort to HDMI Active Adapter;Computers Laptops & Electronics > Peripherals > Switches;HDMI Hubs and Switches 
SQR-BPHDMIS3B;https://www.xyz.co.za/ProdImg/Big_P1670477.jpg;Ellies 3 Port Bi Directional HDMI Switch;Computers Laptops & Electronics > Peripherals > Switches;HDMI Hubs and Switches 
SQR-207843;https://www.xyz.co.za/ProdImg/Big_207843-02.jpg;Manhattan 1080p 3-Port HDMI Switch;Computers Laptops & Electronics > Peripherals > Switches;HDMI Hubs and Switches 
SQR-MS106LP;https://www.xyz.co.za/ProdImg/Big_MS106LPmain1.jpg;Mercusys MS106LP 6-Port Desktop Switch;Computers Laptops & Electronics > Peripherals > Switches;HDMI Hubs and Switches 
SQR-207416;https://www.xyz.co.za/ProdImg/Big_207416-001.jpg;Manhattan 2 Port HDMI Switch HDMI 1.3;Computers Laptops & Electronics > Peripherals > Switches;HDMI Hubs and Switches 
SQR-207867;https://www.xyz.co.za/ProdImg/Big_205454_IMG1-main.jpg;Manhattan 4K 2-Port HDMI Switch;Computers Laptops & Electronics > Peripherals > Switches;HDMI Hubs and Switches 
SQR-207676;https://www.xyz.co.za/ProdImg/Big_207676-001.jpg;Manhattan 4K Compact 3-Port HDMI;Computers Laptops & Electronics > Peripherals > Switches;HDMI Hubs and Switches 
SQR-207423;https://www.xyz.co.za/ProdImg/Big_207423-001.jpg;Manhattan 3-Port HDMI Switch;Computers Laptops & Electronics > Peripherals > Switches;HDMI Hubs and Switches 
SQR-208000;https://www.xyz.co.za/ProdImg/Big_20800-2.jpg;Manhattan HDMI Video Switch 2:1 Manual;Computers Laptops & Electronics > Peripherals > Switches;HDMI Hubs and Switches 
SQR-BPHDPSW6;https://www.xyz.co.za/ProdImg/Big_BPHDPSW6-001a.jpg;Ellies 6 Input Collaboration Switcher Scaler With 4K HDMI;Computers Laptops & Electronics > Peripherals > Switches;HDMI Hubs and Switches 
SQR-ZA-BD5.0;https://www.xyz.co.za/ProdImg/Big_ZA-BD5.0main1.jpg;UniQue USB Wireless Bluetooth v5.0 Dongle;Computers Laptops & Electronics > Peripherals > USB Devices;Bluetooth Adaptors
SQR-460705;https://www.xyz.co.za/ProdImg/Big_0288964_l.jpg;Manhattan Budget Web Camera 300K Pixel;Computers Laptops & Electronics > Peripherals > Webcams;Web Camera
SQR-DSY-WC301;https://www.xyz.co.za/ProdImg/Big_DSY-WC301-001.jpg;Disney Mickey Mouse Web Camera;Computers Laptops & Electronics > Peripherals > Webcams;Web Camera
SQR-DSY-WC331;https://www.xyz.co.za/ProdImg/Big_DSY_WC331_Dysney_Cars__1_3Mpixel.jpg;Disney Cars Web Camera -;Computers Laptops & Electronics > Peripherals > Webcams;Web Camera
SQR-DSY-WC310;https://www.xyz.co.za/ProdImg/Big_DSY-WC310-000.jpg;Disney Princess USB Web Camera with Microphone;Computers Laptops & Electronics > Peripherals > Webcams;Web Camera
SQR-DSY-WC312;https://www.xyz.co.za/ProdImg/Big_DSY-WC312-001a.jpg;Disney Princess USB Web Camera with Microphone;Computers Laptops & Electronics > Peripherals > Webcams;Web Camera
SQR-TRS-18679;https://www.xyz.co.za/ProdImg/Big_TRS-18679-header446289.png;Trust TRS-18679 Trino HD Video;Computers Laptops & Electronics > Peripherals > Webcams;Web Camera
SQR-960-001063;https://www.xyz.co.za/ProdImg/Big_960-001063-001.jpg;Logitech C270 HD Webcam -;Computers Laptops & Electronics > Peripherals > Webcams;Web Camera
SQR-HTI-UC320V1;https://api.esquire.co.za/Resources/Images/Products/Big_Big_HTI-UC320V1-5.jpg;Dahua HTI-UC320 1080P USB Webcam,;Computers Laptops & Electronics > Peripherals > Webcams;Web Camera
SQR-TRS-17003;https://www.xyz.co.za/ProdImg/Big_TRS-17003-header56798.png;Trust TRS-17003 Exis WebCam -;Computers Laptops & Electronics > Peripherals > Webcams;Web Camera
SQR-UNWCW32;https://www.xyz.co.za/ProdImg/Big_UNWCW32-003.jpg;UniQue Fluxstream W32 Full High Definition Dynamic 1920 x;Computers Laptops & Electronics > Peripherals > Webcams;Web Camera
SQR-960-001585;https://www.xyz.co.za/ProdImg/Big_960-001585main2.jpg;Logitech Brio 100 USB Full HD Webcam;Computers Laptops & Electronics > Peripherals > Webcams;Web Camera
SQR-TRS-16428;https://www.xyz.co.za/ProdImg/Big_TRS-16428-05.png;Trust TRS-16428 Spotlight Webcam Pro;Computers Laptops & Electronics > Peripherals > Webcams;Web Camera
