name;sku;categories;description;images;brand;originalCategory
DA520 DVI-D to VGA Female Adapter;AST-A38052-B;Computers Laptops & Electronics > Connectors Adaptors & Converters;"Connect your DVI-D-enabled desktop computers and laptops to VGA displays with our Full HD 1080p DVI-D 24+1 Male to VGA Female Adapter. This adapter is equipped with a digital IC for reliable conversion of digital DVI-D signals to analog VGA, ensuring compatibility between modern digital outputs and legacy VGA displays.





Experience sharp and clear video quality with support for Full HD 1080p resolution. The adapter maintains high-definition visuals during the digital-to-analog conversion process, delivering vibrant colors and detailed imagery on your VGA display. Whether you're viewing multimedia content, working on documents, or conducting presentations, enjoy superior video performance.

Designed with a built-in digital IC, this adapter ensures stable and reliable signal conversion. It effectively translates the digital DVI-D signals to analog VGA signals, minimizing signal loss and interference. This technology provides a seamless connection experience, maintaining the integrity of your video output.

Enjoy a hassle-free setup with our plug-and-play adapter. Simply connect the DVI-D 24+1 male end to your computer or laptop and the VGA female end to your VGA display using a VGA cable (sold separately). No external power source or software installation is required, making it easy to use for both home and office environments.

Crafted with a compact and durable design, this adapter is built to withstand daily use. Its lightweight construction makes it convenient for travel and ensures you can easily carry it with you for presentations or workspace flexibility. The high-quality materials provide long-lasting durability, ensuring reliable performance over time.

Compatible with DVI-D 24+1 outputs found on many desktop computers and laptops, this adapter is ideal for connecting to VGA monitors, projectors, and older displays. It's suitable for various settings including offices, classrooms, and home entertainment setups, offering flexibility in display connectivity.

Engineered for stable and consistent performance, our adapter guarantees minimal signal loss and reliable video transmission. Enjoy smooth video playback and clear imagery without disruptions, enhancing your viewing experience across different applications.

Upgrade your display connectivity with our Full HD 1080p DVI-D 24+1 Male to VGA Female Adapter. Experience seamless digital-to-analog conversion with high-definition video output, ensuring compatibility between your DVI-D devices and VGA displays for enhanced productivity and multimedia enjoyment.





Features:
Connects DVI-D-enabled desktops and laptops to VGA displays
Dvi-D 24+1 pins male to Vga female adapter
1080p full HD resolution
In-built IC for digital conversion
Supports TV and all VGA-enabled display screens

 Technical Specifications:
Input: DVI-D 24+1 Male
Output: VGA Female
Resolution: up to 1080 @60Hz
Weight: 30g (approx.)";https://astrum.co.za/wp-content/uploads/2021/11/DA520.jpg;Astrum;Adapters & Converters
DA550 USB 3.0 Male to VGA Female Display Adapter;AST-A38055-S;Computers Laptops & Electronics > Connectors Adaptors & Converters;"Enhance the display capabilities of your laptop or desktop computer with our high-quality USB 3.0 to VGA Female Display Extension Adapter. This versatile adapter allows you to add an additional VGA display with support for 1080p Full HD resolution, providing crisp and clear visuals for a variety of applications.

Experience hassle-free setup with true plug-and-play functionality. Simply connect the USB 3.0 end to a USB port on your computer and the VGA female end to your VGA display using a VGA cable (sold separately). The adapter automatically installs the necessary drivers, ensuring quick and effortless installation without the need for additional software.

Enjoy superior video quality with support for 1080p Full HD resolution. Whether you're watching videos, editing photos, or working on documents, this adapter delivers sharp and detailed imagery on your additional VGA display. It's perfect for extending your desktop workspace or mirroring your screen for presentations.

Ideal for both laptops and desktop computers, this adapter provides flexible display expansion options. It's suitable for various environments including offices, classrooms, and home setups, allowing you to connect to VGA monitors, projectors, or older displays with ease.

Utilizing USB 3.0 technology, the adapter ensures high-speed data transmission and stable performance. It supports smooth video playback and efficient display extension without lag or interruptions, enhancing your productivity and multimedia experience.

Designed for convenience, the adapter features a compact and lightweight design. Its portable form factor makes it easy to carry in your laptop bag or backpack, allowing you to expand your display capabilities wherever you go. The durable construction ensures long-lasting reliability for frequent use.

Expand your connectivity options with our USB 3.0 to VGA Female Display Extension Adapter. Whether you need to add an extra display for work, school, or entertainment purposes, this adapter provides a reliable solution with high-definition video support and easy setup.

Features:
Connect laptops or desktops to VGA-enabled devices or screens
Extends your working space with additional display
USB 3.0 plug-and-play support
Supports 1080p full HD resolution
In-built IC for digital conversion

 Technical Specifications:
Input: USB 3.0 Male
Output: VGA Female
Resolution: up to 1080 @60Hz
Weight: 30g (approx.)";https://astrum.co.za/wp-content/uploads/2022/01/DA550-S.jpg;Astrum;Adapters & Converters
DA560 USB 3.0 Male to HDMI Female Display Adapter;AST-A38056-S;Computers Laptops & Electronics > Connectors Adaptors & Converters;"Enhance your laptop or desktop computer's display options with our high-quality USB 3.0 to HDMI Female Display Extension Adapter. This adapter provides seamless connectivity, allowing you to add an additional HDMI display with support for 1080p Full HD resolution. Enjoy crisp and clear visuals for a variety of tasks, from work presentations to multimedia entertainment.

Experience superior video quality with support for Full HD 1080p resolution. The adapter ensures sharp and detailed imagery on your HDMI display, making it ideal for watching movies, editing photos, or extending your desktop workspace. Enjoy vibrant colors and smooth video playback for an enhanced viewing experience.

Enjoy hassle-free setup with plug-and-play functionality. Simply connect the USB 3.0 end to a USB port on your computer and the HDMI female end to your HDMI display using an HDMI cable (sold separately). The adapter automatically installs the necessary drivers, ensuring quick and effortless installation without the need for additional software.

Ideal for both laptops and desktop computers, this adapter provides flexible display expansion options. It supports secondary displays, mirroring your screen, or extending your desktop to boost productivity. Whether you're working, gaming, or streaming content, the adapter enhances your multimedia experience with additional display capabilities.

Designed for convenience, the adapter features a compact and lightweight design. Its portable form factor makes it easy to carry in your laptop bag or backpack, allowing you to expand your display capabilities wherever you go. The durable construction ensures long-lasting reliability for frequent use.

Compatible with USB 3.0 ports found on most laptops and desktop computers, including Windows and macOS systems. It provides versatile connectivity options for various environments, including offices, classrooms, and home entertainment setups. Connect to HDMI monitors, projectors, or HDTVs for enhanced display versatility.

Engineered for stable performance, the adapter ensures seamless data transmission and video output. Enjoy smooth connectivity and efficient multitasking capabilities without lag or interruptions. Whether you're presenting in a meeting or enjoying multimedia content, the adapter delivers reliable performance.

Upgrade your display capabilities with our High-Quality USB 3.0 to HDMI Female Display Extension Adapter. Experience the convenience and versatility of adding an additional HDMI display with Full HD support to your laptop or desktop computer, enhancing your productivity and entertainment experience.

Features:
Connect laptops or desktop to HDMI-enabled devices or screens
Extends your working space with additional display
USB 3.0 plug-and-play with high-speed data transmission
Supports 1080p full HD resolution
In-built IC for digital conversion

 Technical Specifications:
Input: USB 3.0 Male
Output: HDMI Female
Resolution: USB3.0 1920 x 1080 @30Hz, USB2.0 1440 x 900p
Cable length: 20cm
Dimensions: 50 x 36 x 12mm (L x W x H)
Weight: 34g (approx.)";https://astrum.co.za/wp-content/uploads/2021/11/Untitled-design-2024-08-20T150114.680.jpg;Astrum;Adapters & Converters
DA640 USB-C to 4K Display Port Female Adapter;AST-A38064-Q;Computers Laptops & Electronics > Connectors Adaptors & Converters;"Connect your PC, notebook, smartphone, or tablet with a Thunderbolt 3 or USB-C port to a DisplayPort-equipped monitor or display with our Thunderbolt 3 USB-C to 4K DisplayPort Female Adapter. This adapter supports high-resolution 4K video output, delivering sharp details and vibrant colors for an enhanced viewing experience.

Experience pristine 4K Ultra HD resolution at 60Hz, ensuring crystal-clear visuals for a variety of applications. Whether you're editing videos, designing graphics, or gaming, this adapter maximizes display clarity and fidelity on your DisplayPort monitor or display.

Setup is quick and effortless with plug-and-play functionality. Simply connect the Thunderbolt 3 or USB-C end to your device and the DisplayPort female end to your DisplayPort monitor or display using a DisplayPort cable (sold separately). The adapter automatically configures the video output, eliminating the need for additional drivers or software installation.

Compatible with a wide range of devices including PCs, notebooks, smartphones (with compatible USB-C or Thunderbolt 3 support), and tablets. It provides versatile connectivity options, making it suitable for various applications such as professional workflows, multimedia presentations, and gaming setups.

Designed for portability, the adapter features a compact and lightweight design. Its sleek form factor makes it easy to carry in your laptop bag or travel case, ensuring you can connect to DisplayPort displays wherever you go. The durable construction ensures reliability and longevity.

Enjoy seamless connectivity to DisplayPort monitors, projectors, or TVs. The adapter supports audio transmission via DisplayPort, delivering synchronized audio and video signals for an immersive multimedia experience without the need for additional cables.

Engineered for stable performance, the adapter ensures reliable data transmission and video output. Experience smooth multitasking and efficient display extension without lag or interruptions, enhancing productivity and entertainment.

Upgrade your connectivity with our Thunderbolt 3 USB-C to 4K DisplayPort Female Adapter. Enjoy superior 4K resolution at 60Hz on your DisplayPort-equipped monitor or display, enhancing your viewing and productivity capabilities across various devices and applications.

Features:
Connect a Display Port monitor or TV, or add a secondary display to your workstation
4K Ultra HD external display support
Lightweight and highly portable can fit into your carry case
Supports both video and audio output
Plug-and-play support
Thunderbolt 3 Compatible

 Technical Specifications:
Input: USB-C Male
Output: Display port female
Resolution: Up to 3840 x 2160 (4K / UHD) @30Hz
Cable length: 16.5cm
Dimensions: 190 x 21 x 11mm (L x W x H)
Weight: 30g (approx.)";https://astrum.co.za/wp-content/uploads/2022/01/DA640.jpg;Astrum;Adapters & Converters
DA660 USB-C to VGA + 4K HDMI Adapter;AST-A38066-S;Computers Laptops & Electronics > Connectors Adaptors & Converters;"This unique USB-C to HDMI + VGA adapter is designed to extend or mirror the screen of a laptop, PC, tablet, or mobile to a projector, TV, or monitor. Astrum DA660 supports streaming of both HDMI and VGA displays at the same time in crisp clear video and image, helping you expand your workspace.

The vivid 4K HDMI ultra HD port supports amazing ultra HD resolutions at 4K@10.2 Gbps, 5 times clearer than 1080P, while the VGA port supports Full HD 1920 x 1200 video resolution, mirroring vivid full detailed images in 3D from your laptop screen to a much larger display, enjoy the unrivaled picture and video quality from movies to online HD gaming.

Compact and lightweight, you can carry it along with your laptop in your laptop bag for presentations and display extensions at home or in the office. Fully plug and play without any external drivers needed to install it.

The in-built digital IC effectively converts analog to digital signals, for more vivid and exceptional color, image, and video brilliance so you can relax and enjoy your gaming, movies, or presentations in real-time.

 Features:
Supports 24-bits true color output
Multi-channel surround sound pass through
HDMI V.14b compliant supporting 4K full HD display
Full HD 1920 x 1200 video resolution on VGA display
Digital to analog converter IC for exceptional color brilliance

 Technical Specifications:
Output: 1 x HDMI (female) 1 x VGA (female)
Input: USB-C (male)
Cable lenght: 140mm (approx.)
Dimensions: 140 x 62 x 15mm (L x W x H)
Weight: 50g (Approx.)";https://astrum.co.za/wp-content/uploads/2022/03/DA660-06.jpg;Astrum;Adapters & Converters
DA670 Full HD USB-C to VGA Adapter;AST-A38067-S;Computers Laptops & Electronics > Connectors Adaptors & Converters;"Increase your productivity with this unique USB-C to VGA adapter a must for anyone who needs to extend or mirror the screen of a laptop, PC, tablet, or mobile to a VGA display such as a projector, TV, or monitor. Astrum DA670 supports crisp clear video and image on any VGA screen, helping you expand your workspace.

Supports Full HD 1920 x 1200 video resolution, mirroring vivid full detailed images and video resolutions from your laptop or mobile to a much larger display, enjoy the unrivaled picture and video quality from movies to online HD gaming.

Compact and lightweight, you can carry it along with your laptop in your laptop bag for business presentations and connect it for display extensions at home or in the office. Fully plug and play without any external drivers needed to install it.

The in-built digital IC effectively converts analog to digital signals, for more vivid and exceptional color, image, and video brilliance so you can relax and enjoy your gaming, movies, or presentations in real-time.

 Features:

Connect the USB-C port to any USB-C supported device and the VGA output port to a display device
Supports Apple Macbook and latest laptops with USB-C ports or Thunderbolt 3
Full HD 1920 x 1200 video resolution on VGA display
Extend or duplicate your VGA display
Digital to analog converter IC for exceptional color brilliance

 Technical Specifications:

Output: VGA (female)
Input: USB-C (male)
Dimensions: 200 x 38 x 13mm (L x W x H)
Weight: 30g (Approx.)";https://astrum.co.za/wp-content/uploads/2022/08/DA670-01.jpg;Astrum;Adapters & Converters
AU101 3.5mm Male to Male Aux Audio Jack 1.5m Cable;AST-A30501-C;Computers Laptops & Electronics > Cables > Audio Cables;"Upgrade your audio connectivity with our high-quality 3.5mm aux stereo headphone jack cable, ideal for connecting a wide range of stereo sound devices. Perfect for notebooks, iPods, iPhones, Android devices, and more, this versatile cable ensures reliable and clear audio transmission.

Compatible with various devices equipped with a standard 3.5mm audio jack, including smartphones, tablets, laptops, MP3 players, and more. Enjoy seamless connectivity with all your favorite audio devices for enhanced sound experiences.

Experience superior audio performance with our aux stereo cable, designed with high-quality materials to deliver crisp and immersive sound. Whether you're listening to music, watching movies, or gaming, enjoy clear and detailed audio reproduction.

Crafted with durability in mind, our cable features sturdy connectors and a robust exterior to withstand daily use. It's built to last and ensures long-lasting reliability for consistent audio connectivity.

The cable's flexible and tangle-resistant design allows for easy storage and hassle-free use. Keep your setup organized and free from knots, whether at home, in the car, or on the go.

Connect your stereo sound devices effortlessly and enjoy enhanced audio experiences wherever you are. Whether you're connecting headphones, speakers, or other audio equipment, our cable provides seamless integration and superior sound quality.

Compact and lightweight, our aux stereo cable is easy to carry in your bag or pocket. Stay prepared for audio connections wherever you go, ensuring you can enjoy your favorite music and media anytime, anywhere.

Engineered for reliable performance, our 3.5mm aux stereo headphone jack cable meets your audio connectivity needs with precision and quality craftsmanship. Enjoy consistent and high-quality audio transmission for all your audio devices.

Upgrade your audio setup with our high-quality 3.5mm aux stereo headphone jack cable. Connect all types of stereo sound devices with ease and enjoy superior sound quality, durability, and reliability for your everyday audio needs.

Features
- Color -Coded rubber ring ensures a secure fit
- 3.5mm / line in to AUX premium audio cable
- Premium copper connectors for optimal signal transfer and corrosion resistance
- Connects iPhones / iPods and other 3.5mm jack smart devices to stereo receiver
amplifier or speaker system

Technical Specifications
Cable OD: 2.6
Cable Lenght: 150cm
Standard: 28 AWG
Input:3.5mm male
Output:3.5mm male

What's in the box
Aux Audio Cable";https://astrum.co.za/wp-content/uploads/2021/11/ChatGPT-Image-May-30-2025-01_34_26-PM.png;Astrum;Cables
AU105 3.5mm Male to Male Aux Audio Jack 5.0m Cable;AST-A30505-C;Computers Laptops & Electronics > Cables > Audio Cables;"Upgrade your audio connectivity with our high-quality 3.5mm aux stereo headphone jack cable, ideal for connecting a wide range of stereo sound devices. Perfect for notebooks, iPods, iPhones, Android devices, and more, this versatile cable ensures reliable and clear audio transmission.

Experience superior audio performance with our aux stereo cable, designed with high-quality materials to deliver crisp and immersive sound. Whether you're listening to music, watching movies, or gaming, enjoy clear and detailed audio reproduction.

Crafted with durability in mind, our cable features sturdy connectors and a robust exterior to withstand daily use. It's built to last and ensures long-lasting reliability for consistent audio connectivity.

The cable's flexible and tangle-resistant design allows for easy storage and hassle-free use. Keep your setup organized and free from knots, whether at home, in the car, or on the go.

Connect your stereo sound devices effortlessly and enjoy enhanced audio experiences wherever you are. Whether you're connecting headphones, speakers, or other audio equipment, our cable provides seamless integration and superior sound quality.

Compact and lightweight, our aux stereo cable is easy to carry in your bag or pocket. Stay prepared for audio connections wherever you go, ensuring you can enjoy your favorite music and media anytime, anywhere.

Engineered for reliable performance, our 3.5mm aux stereo headphone jack cable meets your audio connectivity needs with precision and quality craftsmanship. Enjoy consistent and high-quality audio transmission for all your audio devices.

Upgrade your audio setup with our high-quality 3.5mm aux stereo headphone jack cable. Connect all types of stereo sound devices with ease and enjoy superior sound quality, durability, and reliability for your everyday audio needs.

Features
- Color -Coded rubber ring ensures a secure fit
- 3.5mm / line in to AUX premium audio cable
- Premium copper connectors for optimal signal transfer and corrosion resistance
- Connects iPhones / iPods and other 3.5mm jack smart devices to stereo receiver
amplifier or speaker system

Technical Specifications
Cable OD: 2.6
Cable Lenght: 150cm
Standard: 28 AWG
Input:3.5mm male
Output:3.5mm male

What's in the box
Aux Audio Cable";https://astrum.co.za/wp-content/uploads/2021/11/ChatGPT-Image-May-30-2025-01_34_26-PM.png;Astrum;Cables
AE002 3.5mm Male to Female Aux Extension Cable;AST-A30602-B;Computers Laptops & Electronics > Cables > Audio Cables;"Enhance your audio setup with our high-quality 3.5mm male-to-female aux extension cable, designed to extend headphone and speaker cable lengths when connected to stereo devices. Featuring durable molded connectors, this cable ensures reliable and seamless audio transmission.

Extend the length of your headphone or speaker cable effortlessly with our aux extension cable. Perfect for home stereo systems, car audio setups, and more, it provides flexibility in positioning your audio devices for optimal sound enjoyment.

Experience clear and crisp audio with our premium extension cable. Designed with high-quality materials and shielding, it minimizes signal loss and interference, delivering exceptional sound fidelity for your music, movies, and gaming sessions.

The cable features molded connectors that provide a secure and reliable connection. These connectors are built to withstand frequent use and ensure long-lasting durability, maintaining stable audio performance over time.

Compatible with any device equipped with a standard 3.5mm audio jack, including smartphones, tablets, laptops, MP3 players, and more. It seamlessly integrates with various audio equipment, enhancing versatility in your audio setup.

Enjoy hassle-free cable management with our flexible and tangle-resistant design. The cable's flexibility allows for easy routing behind furniture or in tight spaces, keeping your setup neat and organized.

Ideal for a wide range of applications at home, in the car, or on the go. Use it to extend headphone cables, connect speakers to audio sources, or integrate with other audio devices for enhanced listening experiences.

Built with meticulous craftsmanship and robust materials, our aux extension cable ensures reliable performance and durability. It meets your audio extension needs with superior quality, ensuring consistent and enjoyable audio playback.

Upgrade your audio experience with our high-quality 3.5mm male-to-female aux extension cable. Extend your headphone and speaker cables effortlessly, enjoy premium sound quality, and maintain reliable connectivity with stereo devices.

Features

-Color-coded rubber ring ensures a secure fit.

-3.5mm /Line into aux premium audio cable.

-Premium copper connectors for optimal signal transfer and corrosion resistance

-Connect iPhones/iPods and other 3.5mm jack smart devices to a stereo receiver, amplifier, or speaker system

Technical specifications:

-OD size:2.6mm

-Wire 28AWG

-Input 3.5mm male

- Output:3.5mm male";https://astrum.co.za/wp-content/uploads/2021/11/AE002-5-Copy.jpg;Astrum;Cables
AE115 3.5mm Male to Female Aux Extension 1.5m Cable;AST-A30615-C;Computers Laptops & Electronics > Cables > Audio Cables;"Enhance your audio setup with our high-quality 3.5mm male-to-female aux extension cable, designed to extend headphone and speaker cable lengths when connected to stereo devices. Featuring durable molded connectors, this cable ensures reliable and seamless audio transmission.

Extend the length of your headphone or speaker cable effortlessly with our aux extension cable. Perfect for home stereo systems, car audio setups, and more, it provides flexibility in positioning your audio devices for optimal sound enjoyment.

Experience clear and crisp audio with our premium extension cable. Designed with high-quality materials and shielding, it minimizes signal loss and interference, delivering exceptional sound fidelity for your music, movies, and gaming sessions.

The cable features molded connectors that provide a secure and reliable connection. These connectors are built to withstand frequent use and ensure long-lasting durability, maintaining stable audio performance over time.

Compatible with any device equipped with a standard 3.5mm audio jack, including smartphones, tablets, laptops, MP3 players, and more. It seamlessly integrates with various audio equipment, enhancing versatility in your audio setup.

Enjoy hassle-free cable management with our flexible and tangle-resistant design. The cable's flexibility allows for easy routing behind furniture or in tight spaces, keeping your setup neat and organized.

Ideal for a wide range of applications at home, in the car, or on the go. Use it to extend headphone cables, connect speakers to audio sources, or integrate with other audio devices for enhanced listening experiences.

Built with meticulous craftsmanship and robust materials, our aux extension cable ensures reliable performance and durability. It meets your audio extension needs with superior quality, ensuring consistent and enjoyable audio playback.

Upgrade your audio experience with our high-quality 3.5mm male to female aux extension cable. Extend your headphone and speaker cables effortlessly, enjoy premium sound quality, and maintain reliable connectivity with stereo devices.

Features:

- 3.5mm jack male to female extension cable

- 100% copper stereo cable for clear sound

- Braided shield wrap prevents EMI/RFI interference

- Connect iPhones, iPods, PCs, iPads, and other stereo devices

- Soft PVC outer jacket for durability

&nbsp;

Technical Specifications:

- Colour: Blue

- Length: 0.23m

- Connectors: Stereo male to female nickel plated

- Molding Type: PVC Jacket

- Cable OD: 2.6mm

- Conductor: BC

- Packing: Retail Pack

- Content: Aux cable

What's in the box
1 x Pack of Aux Extension Cable M-F - AE115";https://astrum.co.za/wp-content/uploads/2022/01/AE115.jpg;Astrum;Cables
AR015 3.5mm Aux Audio Jack Male to Male RCA 1.5m Cable;AST-A30721-C;Computers Laptops & Electronics > Cables > Audio Cables;"Elevate your audio connectivity with our high-quality 3.5mm to 2 x Male RCA cable, designed to connect stereo audio devices to DJ amplifiers and hi-fi sound systems. Featuring robust molded connectors, this cable ensures reliable and clear audio transmission for enhanced sound experiences.

Effortlessly connect your stereo audio devices to DJ amplifiers, hi-fi systems, and other audio equipment with our RCA cable. Enjoy crisp and detailed sound reproduction, whether you're DJing, listening to music, or enhancing your home entertainment setup.

Experience superior audio fidelity with our RCA cable, crafted with high-quality materials and shielding to minimize signal interference. Enjoy rich and immersive sound, perfect for professional DJ performances and audiophile-grade music enjoyment.

The cable is equipped with molded connectors that provide a secure and stable connection. These connectors are designed to withstand frequent use, ensuring durability and longevity for consistent audio performance.

Compatible with a wide range of stereo audio devices equipped with 3.5mm or RCA audio ports. Connect smartphones, tablets, laptops, MP3 players, and other audio sources to amplifiers and sound systems, enhancing versatility in your audio setup.

Enjoy easy cable management with our flexible and tangle-resistant design. The cable's flexibility allows for convenient routing behind DJ setups or home entertainment systems, maintaining a neat and organized setup.

Ideal for various applications including DJ performances, home audio setups, parties, events, and more. Use it to connect your favorite audio devices and enjoy high-quality sound reproduction in any environment.

Crafted with precision and attention to detail, our 3.5mm to 2 x Male RCA cable delivers reliable performance and durability. It meets professional audio standards, ensuring consistent and impressive audio playback for your entertainment needs.

Enhance your audio connectivity with our high-quality 3.5mm to 2 x Male RCA cable. Connect stereo audio devices to DJ amplifiers and hi-fi sound systems with confidence, enjoying superior sound quality and reliable performance for all your audio experiences.

Features
- 3.5mm Stereo to 2RCA Male cable
- 100% copper stereo cable for clear sound
- Braided shield wrap prevents EMI/RFI interference
- Connect iPhones, iPods, PCs, iPads, and other stereo devices
- Soft PVC outer jacket for durability

Specifications
- Colour: Blue
- Length: 1.5 meter
- Connectors: Stereo AUX to 2RCA nickel plated
- Molding Type: PVC Jacket
- Cable OD: 2.6x5.2 mm
- Conductor: BC
- Packing: Retail Pack
- Content: Aux to RCA cable

What's in the box
1 x Astrum Aux RCA Cable 1.5 meter - AR015";https://astrum.co.za/wp-content/uploads/2022/01/AR105.jpg;Astrum;Cables
AR103 3.5mm Aux Audio Jack Male to Male RCA 3.0m Cable;AST-A30723-C;Computers Laptops & Electronics > Cables > Audio Cables;"Upgrade your audio setup with our premium 3.5mm to 2 x Male RCA cable, designed to seamlessly connect stereo audio devices to DJ amplifiers and hi-fi sound systems. Featuring durable molded connectors, this cable ensures superior audio transmission and reliability for professional and home audio environments.

Effortlessly link your stereo audio devices to DJ amplifiers, hi-fi systems, and other audio equipment using our RCA cable. Enjoy clear, detailed sound reproduction whether you're DJing, enjoying music, or optimizing your home entertainment system.

Experience exceptional audio fidelity with our RCA cable, crafted from high-quality materials and shielded to minimize signal interference. Enjoy immersive sound quality ideal for professional DJ performances and audiophile-grade listening experiences.

Equipped with robust molded connectors, our cable provides a secure and stable connection. These connectors are built to withstand frequent use, ensuring durability and consistent audio performance over time.

Compatible with a wide range of stereo audio devices featuring 3.5mm or RCA audio ports. Connect smartphones, tablets, laptops, MP3 players, and more to amplifiers and sound systems, enhancing versatility in your audio setup.

Designed for easy cable management, our flexible and tangle-resistant cable allows convenient routing behind DJ booths or home entertainment systems. Maintain a neat and organized setup while enjoying hassle-free connectivity.

Ideal for various applications including DJ performances, home audio setups, parties, events, and more. Utilize our cable to connect your favorite audio devices and enjoy superior sound reproduction in any environment.

Engineered with precision and quality craftsmanship, our 3.5mm to 2 x Male RCA cable delivers reliable performance and durability. It meets professional audio standards, ensuring consistent and impressive audio playback for your entertainment needs.

Enhance your audio connectivity with our high-quality 3.5mm to 2 x Male RCA cable. Connect stereo audio devices to DJ amplifiers and hi-fi sound systems confidently, enjoying superior sound quality and dependable performance for all your audio experiences.





Features:

3.5mm Stereo to 2RCA Male cable
100% copper stereo cable for clear sound
Braided shield wrap prevents EMI/RFI interference
Connect iPhone, IPods, PC, iPad, and other stereo devices
Soft PVC outer jacket for durability

Specifications:

Colour: Blue
Length: 3 meter
Connectors: Stereo AUX to 2RCA nickel-plated
Molding Type: PVC Jacket
Cable OD: 2.6x5.2 mm
Conductor: BC
Packing: Retail Pack

What's in the box
1 x Aux to RCA cable";https://astrum.co.za/wp-content/uploads/2022/01/AR103.jpg;Astrum;Cables
AR105 3.5mm Aux Audio Jack Male to Male RCA 5.0m Cable;AST-A30725-C;Computers Laptops & Electronics > Cables > Audio Cables;"Upgrade your audio setup with our premium 3.5mm to 2 x Male RCA cable, designed to seamlessly connect stereo audio devices to DJ amplifiers and hi-fi sound systems. Featuring durable molded connectors, this cable ensures superior audio transmission and reliability for professional and home audio environments.

Effortlessly link your stereo audio devices to DJ amplifiers, hi-fi systems, and other audio equipment using our RCA cable. Enjoy clear, detailed sound reproduction whether you're DJing, enjoying music, or optimizing your home entertainment system.

Experience exceptional audio fidelity with our RCA cable, crafted from high-quality materials and shielded to minimize signal interference. Enjoy immersive sound quality ideal for professional DJ performances and audiophile-grade listening experiences.

Equipped with robust molded connectors, our cable provides a secure and stable connection. These connectors are built to withstand frequent use, ensuring durability and consistent audio performance over time.

Compatible with a wide range of stereo audio devices featuring 3.5mm or RCA audio ports. Connect smartphones, tablets, laptops, MP3 players, and more to amplifiers and sound systems, enhancing versatility in your audio setup.

Designed for easy cable management, our flexible and tangle-resistant cable allows convenient routing behind DJ booths or home entertainment systems. Maintain a neat and organized setup while enjoying hassle-free connectivity.

Ideal for various applications including DJ performances, home audio setups, parties, events, and more. Utilize our cable to connect your favorite audio devices and enjoy superior sound reproduction in any environment.

Engineered with precision and quality craftsmanship, our 3.5mm to 2 x Male RCA cable delivers reliable performance and durability. It meets professional audio standards, ensuring consistent and impressive audio playback for your entertainment needs.

Enhance your audio connectivity with our high-quality 3.5mm to 2 x Male RCA cable. Connect stereo audio devices to DJ amplifiers and hi-fi sound systems confidently, enjoying superior sound quality and dependable performance for all your audio experiences.

Features:

- 3.5mm Stereo to 2RCA Male cable

- 100% copper stereo cable for clear sound

- Braided shield wrap prevents EMI/RFI interference

- Connect iPhones, PCs, iPads, and other stereo devices

- Soft PVC outer jacket for durability

&nbsp;

Technical Specifications:

- Colour: Blue

- Length: 5 meter

- Connectors: Stereo AUX to 2RCA nickel plated

- Molding Type: PVC Jacket

- Cable OD: 2.6x5.2 mm

- Conductor: BC

- Packing: Retail Pack

What's in the box
1 x Astrum Aux RCA Cable 3.0 meter - AR105";https://astrum.co.za/wp-content/uploads/2022/01/AR105.jpg;Astrum;Cables
